joint,dist_15,dist_22_aligned,orient_15,orient_22,depth_15,depth_22,growth,match_cost,event_type_15,event_type_22,anomaly_type,dist_diff_ft,orient_diff_deg,dist_within_tolerance,orient_within_tolerance,is_validated,validation_confidence,anomaly_confidence,confidence_level,annual_growth_rate,confidence_label,review_reasons,confidence_score,severity_score,severity_level,years_to_failure,status
2960.0,10595.48,10593.901508032774,192.5,191.0,35.0,24.0,-11.0,1.5792836637529712,metal loss,metal loss,metal loss,1.5784919672260003,1.5,True,True,True,82.96508032774,70.41716848945555,Medium,-1.5714285714285714,Review Required,High match cost (>0.6); Unusual depth change,0.38770454527865156,12.28571428571429,Low,100.0,Static
2960.0,10595.49,10595.500273535165,113.5,119.5,50.0,27.0,-23.0,0.200263689980938,metal loss,metal loss,metal loss,0.010273535164742498,6.0,True,True,True,94.89726464835258,83.7534135249661,High,-3.2857142857142856,Review Required,Unusual depth change,0.833150255520836,7.1428571428571495,Low,100.0,Static
3010.0,10756.35,10756.179902577633,119.0,115.5,10.0,15.0,5.0,0.206262561332015,metal loss,metal loss,metal loss,0.17009742236768943,3.5,True,True,True,95.38235910965645,91.02315097821979,Very High,0.7142857142857143,Confident,,0.8290069111452405,23.142857142857142,Low,91.0,Active
3430.0,12427.16,12427.417730110374,237.0,211.5,16.0,17.0,1.0,0.888214394047574,metal loss manufacturing,metal loss,metal loss,0.25773011037381366,25.5,True,True,True,76.17269889626186,65.95710588357265,Medium,0.14285714285714285,Review Required,High match cost (>0.6); Low confidence (<70%); Type mismatch,0.5296008775022636,15.828571428571431,Low,100.0,Active
3630.0,13155.91,13155.950297158268,100.0,106.5,12.0,21.0,9.0,0.2203821803343474,metal loss,metal loss,metal loss,0.04029715826800384,6.5,True,True,True,94.18036175065329,88.65460786911956,High,1.2857142857142858,Confident,,0.8194154389619411,36.85714285714286,Moderate,45.888888888888886,Active
3630.0,13155.93,13155.379097537832,213.5,192.0,24.0,22.0,-2.0,0.903938401625758,metal loss,metal loss,metal loss,0.5509024621678691,21.5,True,True,True,76.57430871165464,75.58653577143713,Medium,-0.2857142857142857,Review Required,High match cost (>0.6),0.5252270762258421,16.342857142857145,Low,100.0,Static
3750.0,13645.56,13645.432554790726,110.0,110.0,11.0,18.0,7.0,0.1274452092729916,metal loss,metal loss,metal loss,0.12744520927299163,0.0,True,True,True,98.72554790727008,93.29905101855523,Very High,1.0,Confident,,0.8869610618549065,30.0,Moderate,62.0,Active
3750.0,13645.75,13645.789298995172,159.5,144.5,16.0,21.0,5.0,0.5015420331553107,metal loss,metal loss,metal loss,0.039298995172430295,15.0,True,True,True,87.1070100482757,82.82226469212182,High,0.7142857142857143,Confident,,0.6659820224270511,27.942857142857143,Low,82.6,Active
3810.0,13852.54,13853.220126355587,48.0,285.5,10.0,17.0,7.0,7.945828022973702,metal loss,metal loss,metal loss,0.6801263555862533,122.5,True,False,False,43.19873644413747,47.83301310304551,Low,1.0,Review Required,Spatial validation failed; High match cost (>0.6); Low confidence (<70%),0.11178395084635082,29.200000000000003,Low,63.0,Active
3810.0,13853.79,13853.999494577654,44.0,227.0,14.0,13.0,-1.0,6.10359631512981,metal loss,metal loss,metal loss,0.2094945776534587,177.0,True,False,False,47.90505422346541,52.98523464647715,Low,-0.14285714285714285,Review Required,Spatial validation failed; High match cost (>0.6); Low confidence (<70%),0.14077376523636623,9.771428571428572,Low,100.0,Static
3810.0,13853.93,13854.028433986668,318.0,296.5,14.0,21.0,7.0,0.7233950240653446,metal loss,metal loss,metal loss,0.09843398666816938,21.5,True,True,True,81.09899346665163,77.0470980357182,Medium,1.0,Review Required,High match cost (>0.6),0.580250021635251,32.4,Moderate,59.0,Active
3850.0,14002.02,14002.036116384235,202.5,182.0,12.0,16.0,4.0,0.6835233589902048,metal loss,metal loss,metal loss,0.01611638423491968,20.5,True,True,True,82.75550282431746,79.32197169590097,Medium,0.5714285714285714,Review Required,High match cost (>0.6),0.5939923522057993,21.71428571428571,Low,100.0,Active
4080.0,14751.62,14751.760958518866,290.5,283.0,29.0,44.0,15.0,0.2870005296869259,metal loss,metal loss,metal loss,0.14095851886486344,7.5,True,True,True,92.34041481135137,84.24617964092788,High,2.142857142857143,Confident,,0.777000457212911,72.62857142857143,Critical,16.8,High Risk
4080.0,14751.84,14752.599905922529,290.0,285.0,29.0,23.0,-6.0,0.7779683726680406,metal loss,metal loss,metal loss,0.75990592252856,5.0,True,True,True,88.23427410804773,79.76690067472302,Medium,-0.8571428571428571,Review Required,High match cost (>0.6),0.5624397010501306,14.628571428571432,Low,100.0,Static
4080.0,14753.1,14753.413070072653,77.5,61.49999999999999,19.0,32.0,13.0,0.6184313339692847,metal loss,metal loss,metal loss,0.31307007265240827,16.000000000000007,True,True,True,83.53596594014257,76.75085398535836,Medium,1.8571428571428572,Review Required,High match cost (>0.6),0.6178822536433778,54.57142857142858,High,25.846153846153847,High Risk
4080.0,14753.65,14756.24030298972,78.0,65.5,22.0,18.0,-4.0,2.6236007107910155,metal loss,metal loss,metal loss,2.5903029897199303,12.5,True,True,True,63.680303436134025,62.15117924930736,Medium,-0.5714285714285714,Review Required,High match cost (>0.6); Low confidence (<70%),0.2759685958284583,11.885714285714286,Low,100.0,Static
4080.0,14753.91,14755.203022866515,69.5,63.5,12.0,14.0,2.0,1.3083990726578223,metal loss,metal loss,metal loss,1.2930228665154573,6.0,True,True,True,82.06977133484543,75.02392831030159,Medium,0.2857142857142857,Review Required,High match cost (>0.6),0.4332006592121134,15.657142857142857,Low,100.0,Active
4080.0,14754.98,14754.623891325456,294.0,291.0,12.0,18.0,6.0,0.36988293835323,metal loss,metal loss,metal loss,0.3561086745430657,3.0,True,True,True,93.93891325456934,87.07524677100767,High,0.8571428571428571,Confident,,0.7299893823059981,27.771428571428572,Low,72.33333333333334,Active
4080.0,14757.57,14757.857706317587,284.5,245.0,11.0,17.0,6.0,1.347733666675591,metal loss,metal loss,metal loss,0.2877063175874355,39.5,True,True,True,64.20627015745897,66.0607888474817,Medium,0.8571428571428571,Review Required,High match cost (>0.6); Low confidence (<70%),0.42594269281660374,26.97142857142857,Low,73.5,Active
4140.0,14909.43,14908.73632006668,71.0,66.5,11.0,14.0,3.0,0.7097125121417556,metal loss,metal loss,metal loss,0.6936799333197996,4.5,True,True,True,89.313200666802,82.07208991275832,High,0.42857142857142855,Review Required,High match cost (>0.6),0.5848936548679173,17.885714285714286,Low,100.0,Active
4150.0,14932.19,14933.324735704167,39.0,294.5,27.0,16.0,-11.0,8.591928551228882,metal loss,metal loss,metal loss,1.1347357041668147,104.5,True,False,False,38.65264295833185,44.188686818997255,Low,-1.5714285714285714,Review Required,Spatial validation failed; High match cost (>0.6); Low confidence (<70%); Unusual depth change,0.104254321188817,5.885714285714288,Low,100.0,Static
4150.0,14934.69,14934.090296230026,383.5,372.0,14.0,14.0,0.0,0.7117506980439146,metal loss,metal loss,metal loss,0.5997037699744396,11.5,True,True,True,84.41962896692226,81.29376820201094,High,0.0,Review Required,High match cost (>0.6),0.584197220508068,11.200000000000001,Low,100.0,Static
4150.0,14945.33,14944.937394070428,39.0,380.0,44.0,26.0,-18.0,11.373444971821248,metal loss,metal loss,metal loss,0.3926059295718005,19.0,True,True,True,80.24060737094865,57.32079003840336,Low,-2.5714285714285716,Review Required,High match cost (>0.6); Low confidence (<70%); Unusual depth change,0.08081823633412982,9.485714285714286,Low,100.0,Static
4160.0,14960.09,14959.288799894262,202.5,175.0,19.0,16.0,-3.0,1.217456113053746,metal loss,metal loss,metal loss,0.8012001057377347,27.5,True,True,True,69.071332275956,69.95754925636356,Medium,-0.42857142857142855,Review Required,High match cost (>0.6); Low confidence (<70%),0.45096721153270564,10.914285714285716,Low,100.0,Static
4160.0,14960.67,14960.47781919112,143.0,132.5,10.0,25.0,15.0,0.3992912011328767,metal loss,metal loss,metal loss,0.19218080888094846,10.5,True,True,True,89.32819191119052,81.17070265074761,High,2.142857142857143,Confident,,0.7146475295423801,53.42857142857143,High,25.666666666666668,High Risk
4160.01,14966.55,14966.720590551184,173.5,175.5,13.0,26.0,13.0,0.1831545265557277,metal loss,metal loss,metal loss,0.17059055118443212,2.0,True,True,True,96.62742782148902,88.80691519731567,High,1.8571428571428572,Confident,,0.8451981356240021,49.77142857142857,Moderate,29.076923076923077,Active
4160.01,14967.49,14967.1554031226,150.5,120.5,19.0,25.0,6.0,1.0544928024246154,metal loss,metal loss,metal loss,0.3345968773992354,30.0,True,True,True,71.65403122600765,70.86375661307676,Medium,0.8571428571428571,Review Required,High match cost (>0.6),0.4867381374224564,33.37142857142857,Moderate,64.16666666666667,Active
4160.02,14968.31,14968.10578704889,126.0,114.0,15.0,20.0,5.0,0.4491134927845008,metal loss,metal loss,metal loss,0.20421295111009385,12.0,True,True,True,87.95787048889906,83.88546043637272,High,0.7142857142857143,Confident,,0.69007707469377,27.142857142857142,Low,84.0,Active
4190.0,14972.17,14972.951814102076,171.5,169.0,40.0,12.0,-28.0,0.7862427962465603,metal loss,metal loss,metal loss,0.7818141020761686,2.5,True,True,True,90.09852564590499,71.63443950244859,Medium,-4.0,Review Required,High match cost (>0.6); Unusual depth change,0.5598343081362199,0.0,Low,100.0,Static
4190.0,14972.35,14972.058909649348,90.5,98.0,11.0,22.0,11.0,0.3837102972857157,metal loss,metal loss,metal loss,0.29109035065266653,7.5,True,True,True,90.83909649347333,83.61647746868195,High,1.5714285714285714,Confident,,0.722694629043087,42.114285714285714,Moderate,36.90909090909091,Active
4190.0,14974.26,14974.0498775386,113.5,184.5,10.0,14.0,4.0,2.3759761278042815,metal loss,metal loss,metal loss,0.21012246139980562,71.0,True,False,False,47.898775386001944,56.44582891504672,Low,0.5714285714285714,Review Required,Spatial validation failed; High match cost (>0.6); Low confidence (<70%),0.2962106253548645,20.114285714285714,Low,100.0,Active
4200.0,15015.82,15015.530167597766,57.49999999999999,34.0,15.0,15.0,0.0,0.8352328612402417,metal loss,metal loss,metal loss,0.2898324022335146,23.499999999999993,True,True,True,77.51834264433153,77.3540365058485,Medium,0.0,Review Required,High match cost (>0.6),0.5448899816038629,12.0,Low,100.0,Static
4200.0,15024.47,15024.511709497208,159.5,146.0,11.0,17.0,6.0,0.4519288463435685,metal loss,metal loss,metal loss,0.041709497209012625,13.5,True,True,True,88.33290502790987,83.5953315627572,High,0.8571428571428571,Confident,,0.6887389850531085,26.97142857142857,Low,73.5,Active
4200.0,15024.48,15024.485854748604,91.0,102.5,10.0,17.0,7.0,0.3833780412669231,metal loss,metal loss,metal loss,0.005854748604178894,11.5,True,True,True,90.35811918062487,85.02929378913456,High,1.0,Confident,,0.7228682038961537,29.200000000000003,Low,63.0,Active
4200.0,15024.49,15024.521653631286,238.0,226.5,10.0,15.0,5.0,0.384638007505782,metal loss,metal loss,metal loss,0.03165363128573517,11.5,True,True,True,90.1001303538093,85.70636480763383,High,0.7142857142857143,Confident,,0.7222104222036706,23.142857142857142,Low,91.0,Active
4210.0,15026.16,15026.082237798935,389.5,371.0,11.0,22.0,11.0,0.6215502696421182,metal loss,metal loss,metal loss,0.07776220106461551,18.5,True,True,True,83.80571132268719,77.62309857205925,Medium,1.5714285714285714,Review Required,High match cost (>0.6),0.6166938014328125,42.114285714285714,Moderate,36.90909090909091,Active
4210.0,15049.79,15046.54488317465,262.5,232.5,13.0,17.0,4.0,3.395700695021642,metal loss,metal loss,metal loss,3.2451168253501237,30.0,True,True,True,42.54883174649876,52.244383178973784,Low,0.5714285714285714,Review Required,High match cost (>0.6); Low confidence (<70%),0.22749501601247593,22.514285714285716,Low,100.0,Active
4210.0,15052.42,15047.92032985981,262.0,223.0,10.0,13.0,3.0,4.683698471349608,metal loss,metal loss,metal loss,4.499670140190574,39.0,True,True,True,22.50329859809426,43.079572701831424,Low,0.42857142857142855,Review Required,High match cost (>0.6); Low confidence (<70%),0.1759417754197906,17.08571428571429,Low,100.0,Active
4210.0,15053.37,15048.730592997976,264.5,240.50000000000003,17.0,27.0,10.0,4.707876095485055,metal loss,metal loss,metal loss,4.639407002025109,23.99999999999997,True,True,True,33.605929979748936,44.69826744200054,Low,1.4285714285714286,Review Required,High match cost (>0.6); Low confidence (<70%),0.17519651500336572,43.885714285714286,Moderate,37.1,Active
4210.0,15053.89,15052.484812204812,265.0,234.0,13.0,41.0,28.0,1.7442277711132708,metal loss,metal loss,metal loss,1.405187795187885,31.0,True,True,True,60.114788714787814,53.777952657097046,Low,4.0,Review Required,High match cost (>0.6); Low confidence (<70%),0.36440123903939753,89.80000000000001,Critical,9.75,High Risk
4210.0,15055.67,15057.611477122224,242.50000000000003,95.5,23.0,23.0,0.0,5.27061034569222,metal loss,metal loss,metal loss,1.9414771222236595,147.00000000000003,True,False,False,30.585228777763408,47.01831479179596,Low,0.0,Review Required,Spatial validation failed; High match cost (>0.6); Low confidence (<70%),0.15947410935635306,18.400000000000002,Low,100.0,Static
4210.0,15056.04,15058.523773396304,266.0,256.0,13.0,31.0,18.0,2.5060409803701127,metal loss,metal loss,metal loss,2.4837733963031496,10.0,True,True,True,66.82893270363518,58.08823290601582,Low,2.5714285714285716,Review Required,High match cost (>0.6); Low confidence (<70%),0.285221994152058,68.91428571428573,High,19.055555555555554,High Risk
4210.0,15059.49,15061.39270510033,270.0,281.5,17.0,24.0,7.0,1.9409356360445975,metal loss,metal loss,metal loss,1.9027051003304223,11.5,True,True,True,71.38961566336243,65.95668154793837,Medium,1.0,Review Required,High match cost (>0.6); Low confidence (<70%),0.34002784275311343,34.800000000000004,Moderate,56.0,Active
4210.0,15061.44,15062.656115400954,297.0,276.5,15.0,15.0,0.0,1.394948426602603,metal loss,metal loss,metal loss,1.2161154009536403,20.5,True,True,True,70.75551265713025,70.82857083622996,Medium,0.0,Review Required,High match cost (>0.6),0.4175455257792619,12.0,Low,100.0,Static
4220.0,15069.47,15068.019563682468,116.5,251.5,23.0,14.0,-9.0,4.727976894107358,metal loss,metal loss,metal loss,1.4504363175310573,135.0,True,False,False,35.49563682468943,45.8357060245663,Low,-1.2857142857142858,Review Required,Spatial validation failed; High match cost (>0.6); Low confidence (<70%),0.17458170982301754,5.542857142857144,Low,100.0,Static
4220.0,15069.74,15068.58596797852,116.5,265.5,10.0,12.0,2.0,5.098977121381962,metal loss,metal loss,metal loss,1.1540320214789972,149.0,True,False,False,38.45967978521003,49.502729519702044,Low,0.2857142857142857,Review Required,Spatial validation failed; High match cost (>0.6); Low confidence (<70%),0.16396192018726755,14.057142857142859,Low,100.0,Active
4220.0,15073.61,15069.469478905105,155.0,106.5,10.0,32.0,22.0,4.444943874605182,metal loss,metal loss,metal loss,4.14052109489603,48.5,True,True,True,18.17812238437303,33.980947619316325,Low,3.142857142857143,Review Required,High match cost (>0.6); Low confidence (<70%),0.18365662218557044,77.2,Critical,15.272727272727273,High Risk
4220.0,15073.85,15073.68659821495,156.0,153.5,19.0,29.0,10.0,0.1834246106770343,metal loss,metal loss,metal loss,0.163401785050155,2.5,True,True,True,96.28264881616512,89.86321679828168,High,1.4285714285714286,Confident,,0.8450052423938543,45.48571428571429,Moderate,35.699999999999996,Active
4220.0,15074.02,15072.22371951371,166.5,256.0,20.0,13.0,-7.0,3.4823700784390135,metal loss,metal loss,metal loss,1.7962804862909252,89.5,True,False,False,32.03719513709075,46.70776585192054,Low,-1.0,Review Required,Spatial validation failed; High match cost (>0.6); Low confidence (<70%),0.22309625990280801,6.000000000000001,Low,100.0,Static
4220.0,15074.18,15075.449631305471,170.0,288.0,26.0,16.0,-10.0,4.133167642734032,metal loss,metal loss,metal loss,1.2696313054711936,118.0,True,False,False,37.303686945288064,46.765819262454215,Low,-1.4285714285714286,Review Required,Spatial validation failed; High match cost (>0.6); Low confidence (<70%),0.1948114828112996,6.514285714285714,Low,100.0,Static
4220.0,15076.11,15073.993732938863,381.0,351.5,10.0,12.0,2.0,2.333566094735673,metal loss,metal loss,metal loss,2.116267061137478,29.5,True,True,True,54.253996055291886,59.90097001021145,Low,0.2857142857142857,Review Required,High match cost (>0.6); Low confidence (<70%),0.2999790529364898,14.057142857142859,Low,100.0,Active
4220.0,15076.28,15075.77371827064,368.5,356.5,20.0,34.0,14.0,0.6452295633988571,metal loss,metal loss,metal loss,0.5062817293601256,12.0,True,True,True,84.93718270639874,76.60941047928814,Medium,2.0,Review Required,High match cost (>0.6),0.6078179132242882,58.400000000000006,High,23.0,High Risk
4220.0,15086.08,15086.056748377792,127.0,107.5,12.0,21.0,9.0,0.6504157423796634,metal loss,metal loss,metal loss,0.023251622207681066,19.5,True,True,True,83.51748377792319,77.9842316637479,Medium,1.2857142857142858,Review Required,High match cost (>0.6),0.6059079384192877,36.85714285714286,Moderate,45.888888888888886,Active
4220.0,15086.22,15086.386818486932,93.5,55.5,22.0,32.0,10.0,1.2776043409549012,metal loss,metal loss,metal loss,0.1668184869322431,38.0,True,True,True,66.66514846401091,65.83779402825186,Medium,1.4285714285714286,Review Required,High match cost (>0.6); Low confidence (<70%),0.4390578214215834,47.885714285714286,Moderate,33.6,Active
4220.0,15092.78,15092.730945478954,247.5,232.5,41.0,40.0,-1.0,0.5024005832352669,metal loss,metal loss,metal loss,0.04905452104685537,15.0,True,True,True,87.00945478953145,84.37182528238134,High,-0.14285714285714285,Confident,,0.6656014455522918,31.371428571428574,Moderate,100.0,Static
4220.0,15092.97,15092.567406210375,238.5,190.5,11.0,16.0,5.0,1.649873255569597,metal loss,metal loss,metal loss,0.4025937896240066,48.0,True,True,True,55.974062103759934,61.71092103442375,Medium,0.7142857142857143,Review Required,High match cost (>0.6); Low confidence (<70%),0.3773765397639924,23.942857142857143,Low,89.6,Active
4220.0,15093.89,15093.260453720506,189.5,186.5,10.0,13.0,3.0,0.637439030828716,metal loss,metal loss,metal loss,0.6295462794932973,3.0,True,True,True,91.20453720506703,83.60310772724307,High,0.42857142857142855,Review Required,High match cost (>0.6),0.6107097615072086,17.08571428571429,Low,100.0,Active
4220.0,15098.86,15100.585816323994,268.5,189.5,13.0,16.0,3.0,3.1484736664938704,metal loss,metal loss,metal loss,1.7258163239930582,79.0,True,False,False,32.74183676006942,49.128310076508036,Low,0.42857142857142855,Review Required,Spatial validation failed; High match cost (>0.6); Low confidence (<70%),0.24105251241600895,19.485714285714288,Low,100.0,Active
4230.0,15106.27,15106.281327265926,351.5,328.0,14.0,23.0,9.0,0.7834152271078587,metal loss,metal loss,metal loss,0.011327265925501706,23.5,True,True,True,80.30339400741165,75.34301502968218,Medium,1.2857142857142858,Review Required,High match cost (>0.6),0.5607219142239169,38.45714285714286,Moderate,44.33333333333333,Active
4240.0,15184.5,15184.380349109768,70.5,59.0,11.0,22.0,11.0,0.4015728825229498,metal loss,metal loss,metal loss,0.11965089023215114,11.5,True,True,True,89.22015776434515,82.69258681912316,High,1.5714285714285714,Confident,,0.7134841237795035,42.114285714285714,Moderate,36.90909090909091,Active
4240.0,15184.5,15184.380349109768,70.5,59.0,11.0,22.0,11.0,0.4015728825229498,metal loss,metal loss,metal loss,0.11965089023215114,11.5,True,True,True,89.22015776434515,82.69258681912316,High,1.5714285714285714,Confident,,0.7134841237795035,42.114285714285714,Moderate,36.90909090909091,Active
4240.0,15184.5,15184.063713031768,128.0,127.0,10.0,23.0,13.0,0.4375584872448537,metal loss,metal loss,metal loss,0.4362869682317978,1.0,True,True,True,94.80379698434868,83.59023493028872,High,1.8571428571428572,Confident,,0.6956238712183082,47.371428571428574,Moderate,30.69230769230769,Active
4240.0,15184.5,15184.063713031768,128.0,127.0,10.0,23.0,13.0,0.4375584872448537,metal loss,metal loss,metal loss,0.4362869682317978,1.0,True,True,True,94.80379698434868,83.59023493028872,High,1.8571428571428572,Confident,,0.6956238712183082,47.371428571428574,Moderate,30.69230769230769,Active
4240.0,15184.54,15186.795266639934,154.0,384.5,24.0,10.0,-14.0,8.007486417616157,metal loss,metal loss,metal loss,2.2552666399333248,129.5,True,False,False,27.447333600666752,38.709496330856055,Low,-2.0,Review Required,Spatial validation failed; High match cost (>0.6); Low confidence (<70%); Unusual depth change,0.11101876301964508,0.0,Low,100.0,Static
4250.0,15186.2,15186.21073977546,95.0,79.5,10.0,18.0,8.0,0.5167782766539013,metal loss,metal loss,metal loss,0.010739775460024248,15.5,True,True,True,86.9759355787331,81.36913851217749,High,1.1428571428571428,Confident,,0.6592921426894751,32.22857142857143,Moderate,54.25,Active
4260.0,15263.79,15263.632380639288,232.5,229.5,14.0,19.0,5.0,0.1866651088752616,metal loss,metal loss,metal loss,0.15761936071248783,3.0,True,True,True,95.92380639287512,91.65045462098601,Very High,0.7142857142857143,Confident,,0.842697735461199,26.342857142857145,Low,85.39999999999999,Active
4270.0,15275.43,15275.023772652388,80.5,84.0,12.0,14.0,2.0,0.422648517161712,metal loss,metal loss,metal loss,0.40622734761200263,3.5,True,True,True,93.02105985721332,87.49585322573601,High,0.2857142857142857,Confident,,0.7029143094283563,15.657142857142857,Low,100.0,Active
4270.0,15275.43,15275.023772652388,80.5,84.0,12.0,14.0,2.0,0.422648517161712,metal loss,metal loss,metal loss,0.40622734761200263,3.5,True,True,True,93.02105985721332,87.49585322573601,High,0.2857142857142857,Confident,,0.7029143094283563,15.657142857142857,Low,100.0,Active
4270.0,15275.44,15274.928088962108,98.5,142.0,18.0,15.0,-3.0,1.5377102817879806,metal loss,metal loss,metal loss,0.5119110378927871,43.5,True,True,True,58.63088962107213,64.07403628819247,Medium,-0.42857142857142855,Review Required,High match cost (>0.6); Low confidence (<70%),0.3940560146587874,10.114285714285714,Low,100.0,Static
4270.0,15275.45,15274.337042833607,240.50000000000003,237.0,17.0,16.0,-1.0,1.1190553003927866,metal loss,metal loss,metal loss,1.1129571663932438,3.5000000000000284,True,True,True,85.95376166940088,78.13875671986075,Medium,-0.14285714285714285,Review Required,High match cost (>0.6),0.4719084017366799,12.171428571428573,Low,100.0,Static
4340.0,15366.08,15365.49104060914,86.5,61.0,12.0,16.0,4.0,1.034105006313049,metal loss,metal loss,metal loss,0.5889593908595998,25.5,True,True,True,72.860406091404,72.29266357435537,Medium,0.5714285714285714,Review Required,High match cost (>0.6),0.49161670459312556,21.71428571428571,Low,100.0,Active
4340.0,15366.08,15365.49104060914,86.5,61.0,12.0,16.0,4.0,1.034105006313049,metal loss,metal loss,metal loss,0.5889593908595998,25.5,True,True,True,72.860406091404,72.29266357435537,Medium,0.5714285714285714,Review Required,High match cost (>0.6),0.49161670459312556,21.71428571428571,Low,100.0,Active
4340.0,15366.08,15365.627360406092,122.5,113.5,15.0,14.0,-1.0,0.5430309401622389,metal loss,metal loss,metal loss,0.4526395939083159,9.0,True,True,True,87.97360406091684,84.23169596882317,High,-0.14285714285714285,Confident,,0.6480751448152148,10.571428571428573,Low,100.0,Static
4340.0,15366.08,15365.627360406092,122.5,113.5,15.0,14.0,-1.0,0.5430309401622389,metal loss,metal loss,metal loss,0.4526395939083159,9.0,True,True,True,87.97360406091684,84.23169596882317,High,-0.14285714285714285,Confident,,0.6480751448152148,10.571428571428573,Low,100.0,Static
4360.0,15377.43,15377.504762343868,302.0,320.0,11.0,15.0,4.0,0.6046398994943584,metal loss,metal loss,metal loss,0.07476234386740543,18.0,True,True,True,84.25237656132595,80.79673402705787,High,0.5714285714285714,Review Required,High match cost (>0.6),0.6231927800842496,20.914285714285715,Low,100.0,Active
4360.0,15377.59,15377.754601391563,150.5,157.0,19.0,25.0,6.0,0.2720993615373466,metal loss,metal loss,metal loss,0.16460139156333753,6.5,True,True,True,92.93731941769995,88.35799125022226,High,0.8571428571428571,Confident,,0.7861021161047425,33.37142857142857,Moderate,64.16666666666667,Active
4410.0,15505.12,15504.80808859435,87.0,92.0,13.0,16.0,3.0,0.3536474271833413,metal loss,metal loss,metal loss,0.31191140565169917,5.0,True,True,True,92.71421927681634,88.04803175804155,High,0.42857142857142855,Confident,,0.738744801577167,19.485714285714288,Low,100.0,Active
4430.0,15585.19,15585.224682785492,146.5,147.0,21.0,22.0,1.0,0.0384795190621533,metal loss,metal loss,metal loss,0.03468278549189563,0.5,True,True,True,99.23650547841439,98.18299088784471,Very High,0.14285714285714285,Confident,,0.9629462898826314,19.82857142857143,Low,100.0,Active
4540.0,16038.87,16039.00167885754,222.5,223.0,13.0,18.0,5.0,0.1327294213822265,metal loss,metal loss,metal loss,0.1316788575386454,0.5,True,True,True,98.26654475794689,93.79131886856213,Very High,0.7142857142857143,Confident,,0.882823365512779,25.542857142857144,Low,86.8,Active
